"tid";"accession"
10790;"P0ADG7"
109609;"P56528"
109085;"P25162"
103087;"Q60795"
105832;"Q8CWU6"
107628;"P23907"
10160;"P11766"
25;"P04150"
106132;"P29460"
101009;"Q9WVG6"
104832;"P07205"
11421;"P0A2Y6"
103055;"Q96CA5"
280;"P0DMS8"
39;"P07101"
104866;"P30551"
116874;"I2CTQ4"
105423;"E2RDN4"
100935;"Q9UHC3"
104884;"Q920D2"
10295;"P53798"
108405;"P23458"
106701;"Q9XQA6"
109630;"Q6N069"
11839;"Q12791"
100670;"O75795"
105172;"Q9IAT9"
105832;"P0A4A8"
104951;"P35346"
108014;"Q673L6"
106167;"Q14031"
12731;"P70470"
105832;"P66340"
105832;"Q8CWV7"
105548;"Q36792"
104326;"Q06210"
104375;"Q7Z2H8"
106629;"Q007T0"
101589;"P35222"
106001;"Q9HXQ2"
107982;"P42512"
10656;"P05067"
102690;"Q99527"
11038;"Q9Z0J4"
116682;"Q9HCL2"
109640;"P19793"
20053;"P04637"
104696;"P06211"
103967;"P9WHJ3"
12594;"P05177"
104163;"Q61143"
104231;"P49789"
104577;"O61142"
108146;"Q9UBE0"
101342;"P50570"
11590;"P15104"
116799;"O07855"
116829;"Q64610"
104429;"Q9JZ55"
20028;"O54833"
102600;"P0AEE8"
103746;"Q8IL11"
100428;"P41232"
105944;"P9WH63"
106711;"P06451"
108264;"O97972"
12821;"Q8NY00"
109760;"Q9Z2X8"
12298;"Q6L709"
109581;"Q9Z183"
12635;"P63319"
100236;"Q44238"
116855;"Q9H4A4"
102688;"P23415"
12908;"Q9ET64"
101553;"Q00537"
104852;"Q14654"
11676;"Q9NXG6"
103092;"O14763"
101121;"Q4Q5W4"
107927;"Q91Y86"
11049;"Q05030"
105760;"P03897"
106640;"Q42950"
107672;"Q9KVZ7"
109622;"P41222"
108303;"P00493"
107902;"Q96SN7"
103131;"P52429"
105832;"Q8CWU8"
116900;"Q91WA3"
108027;"Q8NHU3"
104962;"P08173"
104232;"C3TIE2"
102807;"P61814"
116253;"Q16206"
195;"P01374"
104851;"P00921"
109855;"P23804"
11634;"P15145"
101429;"P56068"
106601;"O46521"
103506;"Q8IIL0"
12083;"P48450"
30004;"O75716"
104302;"Q00961"
106645;"Q6I9B6"
100628;"P23724"
12336;"D3ZWV0"
103841;"Q39829"
100413;"Q16620"
10320;"P53582"
11523;"Q06124"
100905;"P35574"
106075;"Q2FW20"
106166;"Q16363"
11869;"Q01726"
104544;"P59538"
109583;"Q92995"
103638;"P11308"
100775;"Q70E71"
108352;"Q920A5"
104106;"P43490"
101130;"Q59H18"
17028;"P00176"
102974;"Q9FBC5"
105471;"Q5QQ41"
106001;"Q9HVL7"
317;"P0AFI2"
11895;"P49660"
104252;"Q9UL51"
103463;"P9WP01"
20097;"P38936"
10050;"P22392"
20094;"P34927"
10434;"P12931"
20139;"Q13535"
11234;"Q9Z2V6"
17005;"Q75Z89"
104904;"P18507"
105734;"Q9BXT2"
106197;"P49720"
104809;"Q99P99"
10247;"P08164"
100855;"Q86V86"
105605;"Q13123"
104322;"Q690N0"
105099;"P21447"
104598;"Q7Z601"
103655;"Q9Y239"
104244;"D3W065"
105374;"P83741"
103444;"Q9QZQ3"
106198;"E0VED4"
11379;"Q04912"
104154;"Q9BJF5"
101410;"Q9BYT3"
115;"P30556"
101320;"O35240"
102855;"P28571"
4;"O95180"
104664;"Q8R000"
107894;"P06493"
109519;"P13864"
109085;"Q7KTF8"
17069;"P28720"
101056;"Q9Y6E0"
10399;"D2K2A8"
10119;"P04326"
101063;"P0A1P6"
144;"P46098"
100074;"Q09137"
104714;"Q70Z44"
105064;"P63079"
109772;"P62204"
104077;"P50226"
17100;"P79208"
101087;"Q2TJZ7"
101170;"P39073"
101569;"P02724"
102962;"Q962Y6"
12443;"Q8WUI4"
107932;"Q62645"
116781;"P31943"
101114;"P11172"
116900;"Q8VH37"
108414;"Q15369"
109468;"O88838"
10794;"P13716"
104692;"P20420"
100911;"P38532"
109466;"P70531"
101310;"Q92793"
109945;"Q0GMK6"
104806;"P29275"
108041;"P24095"
104681;"Q9BY41"
104738;"Q07343"
100633;"P20618"
105113;"Q8BLD9"
11471;"P19623"
105414;"O60602"
100324;"O77078"
102897;"Q9TW89"
109777;"A7WP95"
18057;"Q01320"
100803;"Q63424"
108302;"Q5D7U5"
12699;"Q15303"
109895;"P51660"
103100;"Q5EG47"
116754;"Q8WYB5"
105761;"Q01064"
10178;"Q9Z351"
101235;"O08565"
109086;"Q5F2K3"
104694;"P29089"
12877;"P00921"
108257;"Q9PTN2"
101069;"P0C1S8"
101529;"P02699"
11765;"Q9JHJ5"
100952;"Q13489"
105734;"Q9NY47"
19699;"P02718"
103730;"P9WMN3"
104414;"Q2G036"
101594;"Q02241"
10627;"P50406"
105001;"O88871"
104235;"P95276"
104761;"P22002"
106606;"P05793"
13023;"P03958"
104175;"O14727"
10602;"Q28156"
11086;"P49288"
104793;"P22607"
12456;"Q7ZJM1"
105078;"P29276"
103479;"P0AF14"
109579;"Q04721"
105661;"Q9C0B1"
104312;"O14936"
11797;"Q9UKV0"
101188;"Q8IVH8"
105944;"P9WHA5"
116900;"Q9Z2V5"
100927;"Q9QXD6"
11482;"P05543"
108317;"P39654"
100215;"P0A091"
10548;"P51677"
101527;"P01282"
100607;"P61076"
109532;"Q95XG9"
103718;"P0A6C1"
100676;"O35854"
102471;"P29338"
104715;"P16305"
17068;"P27922"
17020;"O70129"
105557;"Q38854"
12919;"O14733"
105496;"O43772"
101210;"P14489"
106167;"P12109"
11010;"P22199"
101520;"P00690"
106717;"Q40010"
105944;"P9WHE1"
108434;"Q8IDJ8"
104636;"Q9QY30"
103923;"Q06347"
11575;"P41597"
102570;"A4XI97"
107972;"G3H1Y1"
101567;"Q9NR96"
12395;"Q63707"
101365;"Q99558"
101367;"O60344"
103915;"Q06241"
11789;"P08648"
104301;"P28471"
116788;"B4EH87"
109451;"O54050"
105186;"Q5NGQ3"
11858;"Q61851"
105021;"P63138"
12633;"O02776"
108030;"P40750"
10527;"P34975"
103681;"Q9F4F7"
109910;"P38169"
106727;"Q4W6D0"
19663;"Q8WN72"
101196;"A9JQL9"
116902;"Q3UES3"
10206;"P06746"
105944;"P9WHB1"
107643;"Q63199"
103546;"P35695"
100154;"O43184"
12517;"P31596"
100005;"Q9MYX0"
105832;"P0A474"
109491;"Q13585"
106197;"P51665"
20014;"O14965"
109869;"P00693"
105767;"P10276"
10297;"P06240"
109586;"Q9BZ23"
102719;"P40926"
100679;"O24855"
12449;"P31422"
103534;"D1MEN9"
106075;"Q2FW19"
109980;"P55055"
108120;"P02716"
12744;"P22909"
10377;"Q03013"
11598;"Q9XSW7"
105830;"P60438"
103740;"Q3Y5H1"
106725;"P34021"
11753;"P22083"
105070;"P00734"
10497;"P25975"
104653;"O88269"
104537;"Q9WTU6"
102950;"P29598"
10252;"Q9ERQ8"
105760;"Q8N183"
104841;"P30939"
11081;"O15264"
105760;"O96000"
12161;"P80457"
103113;"P00540"
109085;"Q9VPQ8"
116699;"O54908"
17090;"P49884"
108144;"Q9NYK1"
115902;"Q14627"
116800;"Q3U507"
101117;"Q46991"
104482;"P25094"
12132;"P18113"
104692;"P12392"
12478;"Q63921"
116888;"Q91ZU9"
101480;"P28563"
101241;"P15153"
104808;"P11802"
12966;"P52757"
108138;"P61964"
74;"P14867"
17021;"O70526"
101244;"P15445"
101482;"P29070"
10210;"P00451"
106082;"P66084"
13071;"P17439"
18037;"P14137"
11573;"P29474"
103451;"Q2XUH7"
11410;"P60891"
10125;"P04183"
105198;"Q9UK80"
104304;"P43140"
108139;"Q07817"
104063;"O15244"
102388;"Q8N118"
105944;"P9WH47"
107920;"P49674"
11361;"Q16816"
104731;"Q9WTQ0"
108381;"P50148"
106201;"F1L005"
11592;"O35952"
105698;"O95477"
109678;"Q9HCS2"
107609;"Q9S497"
10904;"P04049"
116898;"P07437"
17065;"P23576"
105452;"P31689"
105685;"P72355"
30012;"P42685"
106546;"A1YYP7"
103579;"Q6ZVD8"
100237;"P00722"
116739;"Q6RI45"
57;"P10276"
11228;"P97687"
109809;"Q4L144"
10495;"P43235"
11204;"O75908"
102899;"Q96WJ0"
108266;"Q194T1"
105182;"Q8TCG1"
106001;"Q9HV58"
114933;"Q9UHF1"
104766;"P68366"
109664;"Q9NQS7"
103902;"Q08775"
104535;"P14234"
104770;"P13637"
103518;"O78750"
20031;"O70212"
114814;"P30203"
105832;"P66136"
109765;"P0A988"
109575;"Q9Y5K5"
101183;"Q86Z02"
10964;"P23687"
101501;"Q9GV40"
109823;"Q04998"
105630;"P07445"
10405;"Q95L14"
264;"P39051"
101119;"Q4G017"
11534;"P25774"
103628;"Q0VC81"
100155;"O14672"
104556;"Q28731"
104878;"O95622"
116794;"Q99KR7"
11635;"P17252"
104260;"Q8K3T4"
12276;"Q13233"
104681;"Q92769"
20027;"O54814"
104903;"P28476"
330;"O13383"
20108;"P45568"
30015;"P49761"
101285;"O25801"
100969;"Q9UKI8"
104104;"Q9QXI6"
271;"P10828"
104431;"Q13572"
107612;"Q9BVJ7"
10917;"P26010"
105108;"P20052"
11845;"O88867"
105944;"P9WHD9"
188;"P04626"
104932;"P45452"
12831;"P19091"
100945;"Q12778"
109703;"A0A087X1C5"
116876;"Q1L4E8"
19912;"O13423"
105944;"P9WH29"
10253;"Q01579"
109968;"P29172"
11066;"P04574"
104877;"Q01061"
108433;"Q8I5R7"
100097;"Q06187"
104951;"P32745"
11286;"P21451"
108436;"F2SF18"
104618;"Q9NSA0"
101230;"O00337"
101547;"P97287"
10199;"P07195"
104891;"Q15822"
10221;"P27139"
122;"P32476"
11192;"P42892"
106721;"A3EZJ5"
105830;"P0A7L0"
108131;"P43143"
101089;"Q389T8"
102387;"Q9IH62"
104872;"Q01064"
106197;"Q16186"
17111;"Q14957"
11886;"Q4QR99"
11267;"P08842"
103975;"P31941"
101160;"P11797"
104701;"P42260"
101514;"P00569"
12857;"Q9NRR2"
105668;"Q8K1M6"
109083;"Q9R0W9"
104621;"Q00910"
104195;"O88831"
12472;"Q3TR36"
105708;"O43525"
104715;"Q9D6F4"
116679;"Q16877"
104573;"Q13451"
103780;"Q8TDS5"
104763;"P26769"
11384;"P27881"
104011;"Q9GZR1"
104454;"P83858"
105039;"Q08499"
116888;"A2AIR5"
103629;"P04839"
10912;"P40935"
104642;"Q99N01"
105944;"P9WHC7"
106568;"C6L817"
106197;"P28066"
104194;"Q9NNX6"
17075;"P32244"
102921;"Q80T02"
10234;"Q712U5"
104884;"P16184"
105760;"O43674"
100423;"P16054"
105832;"P66257"
104711;"P33535"
104203;"Q16543"
11352;"P21643"
101120;"Q4JIM5"
12659;"Q13258"
104118;"O95147"
109887;"P46934"
11489;"P28845"
12758;"P20236"
10742;"P53609"
103913;"P0A017"
103555;"Q4TVR4"
108119;"P03433"
115397;"O75888"
105087;"P18507"
10957;"O15296"
105457;"Q9BV23"
229;"P01854"
105430;"Q8WTT0"
10141;"P00338"
12008;"Q6P4F1"
105944;"P9WH57"
104828;"P70605"
106197;"Q13200"
12702;"P51580"
107918;"O60674"
102633;"P84077"
11987;"P49891"
102393;"P61586"
10956;"P16235"
105191;"Q96P68"
100309;"P32584"
11939;"P48736"
101479;"P28293"
105832;"Q8CWN7"
100652;"P07659"
29;"P05023"
104287;"P04757"
108136;"P58681"
104822;"P45983"
104743;"P18089"
105832;"P66279"
106198;"E0W2B1"
107995;"O96394"
104841;"A5X5Y0"
105685;"Q53725"
100958;"Q5TKS0"
11968;"P48147"
10678;"Q9Y3R4"
101167;"P38604"
11163;"Q05193"
104167;"Q99700"
100771;"P25708"
104122;"Q86YI8"
116865;"P24394"
101040;"Q69ZF3"
106167;"P12107"
103099;"O08553"
101093;"Q6QIY3"
104680;"P22909"
105832;"Q8CWV5"
100599;"P97391"
107879;"Q13131"
11443;"Q99523"
11873;"Q02779"
101603;"Q9NUX5"
104856;"Q9Y618"
105017;"P32245"
106196;"Q69091"
106075;"Q2G0P0"
12458;"Q7TQM4"
101237;"O08726"
106197;"Q8TAA3"
106609;"P10098"
104328;"O70456"
12294;"P41149"
104978;"P37288"
107881;"P54619"
109444;"A0A060INS8"
104691;"P20309"
106167;"P02458"
106172;"P0A8V2"
109691;"P11711"
103983;"P52292"
104390;"Q8HZ64"
105763;"P43115"
106082;"Q9A1V6"
20020;"O14976"
12823;"P53792"
101541;"P31641"
104766;"Q9BVA1"
11565;"P30305"
11004;"P33033"
104301;"P18508"
103682;"Q13887"
11759;"Q16478"
104148;"O35956"
109917;"Q9UDY8"
103940;"Q9NAW4"
104905;"P28472"
104400;"P15311"
100987;"P08151"
101102;"Q9Z1Q2"
104384;"O24164"
116901;"P67871"
114895;"Q13641"
105038;"P34903"
102869;"Q59556"
13064;"P24046"
12705;"P45352"
100267;"Q15125"
108438;"Q5L478"
11864;"P34968"
116708;"Q91VC3"
103531;"Q9Y3Q4"
104964;"P23944"
108235;"P9WKG5"
104731;"P09215"
104607;"Q9R1U7"
12685;"Q16654"
104936;"P08648"
103715;"P04618"
30031;"Q96NX5"
105760;"Q86Y39"
105707;"Q9P0X4"
10899;"Q15119"
106199;"F2SZ02"
100474;"Q07973"
104358;"O08530"
107894;"P24864"
10975;"Q99N42"
226;"P13945"
100979;"P06935"
106075;"P60430"
106001;"Q9HWD1"
103988;"P9WMR3"
11807;"P30545"
105560;"P80025"
108402;"O75530"
103794;"Q6GMR7"
104730;"P19838"
11757;"P04406"
104802;"P28221"
100216;"P9WQN9"
109801;"P18177"
12907;"P23316"
101457;"Q9F663"
12014;"P55211"
105544;"P32358"
100053;"P62139"
106147;"P07766"
105660;"O15357"
10341;"P54619"
104250;"Q62190"
106591;"K4JRP7"
12910;"P30989"
103869;"Q0VTS0"
106001;"O82850"
103887;"C7C422"
12935;"P03898"
103851;"C0IX24"
104100;"Q59514"
104494;"P50549"
106201;"F1L7U3"
101587;"P33176"
107896;"P78396"
101176;"P42226"
105105;"P08172"
104301;"P23576"
11265;"P35346"
104825;"P42262"
12927;"Q9TT93"
12282;"Q01433"
10811;"Q13464"
11578;"P00325"
106555;"B4FS76"
108363;"O95470"
11281;"O00222"
104697;"Q16539"
101118;"Q4CXF7"
11599;"P11708"
105087;"P18505"
58;"P10613"
21;"P03468"
96;"P23219"
12224;"Q8BHJ7"
105180;"G3V906"
106714;"P52902"
108399;"P30279"
100429;"Q9EP66"
116855;"Q9UIQ6"
109991;"O43525"
102559;"P31113"
106175;"P08684"
101138;"Q804I7"
104791;"P23921"
10346;"P56389"
10468;"P0CO23"
104626;"Q9UIG8"
104138;"Q9ESG6"
104777;"Q15661"
10048;"P52961"
108258;"Q93UV0"
10982;"P29371"
10028;"P05412"
107939;"O00206"
12528;"P54001"
109699;"P50225"
104760;"P23977"
12965;"P35370"
102981;"Q4VQ11"
104069;"O15439"
102922;"P18265"
11618;"Q12923"
116855;"P53582"
18077;"Q9P8N8"
104687;"P19490"
102898;"O60989"
109837;"P15907"
104289;"P09483"
105187;"Q9C0H9"
104108;"P9WJM9"
105708;"Q9UK17"
101537;"P31040"
104126;"Q8TBX8"
105030;"Q9JHJ5"
10331;"P42785"
12911;"P11712"
102603;"P22939"
105132;"P35639"
102780;"P37840"
103625;"Q96JM7"
11321;"P30519"
109435;"Q9NYV7"
10062;"P0AE18"
105761;"P54750"
103944;"Q93SP7"
105505;"P42866"
10008;"P33534"
109465;"P30405"
200;"P17181"
100280;"P29599"
109574;"O08790"
11530;"P70627"
11677;"P29476"
103550;"P62834"
114908;"Q8WWT9"
10012;"Q15077"
103091;"Q14397"
238;"P10721"
12103;"Q00960"
116740;"Q13263"
105738;"P29322"
104710;"P78396"
12606;"P15389"
30006;"O94804"
104938;"P30875"
10496;"O35186"
41;"P07327"
12921;"Q64133"
100994;"Q13972"
102642;"P31944"
109693;"Q8IXL7"
100323;"Q7YY07"
105006;"P08709"
106584;"I3VR33"
105944;"P9WHC9"
102461;"Q63380"
100436;"P51685"
105111;"P07384"
101498;"P80366"
107881;"Q9Y478"
107930;"Q14957"
102912;"P04762"
104021;"Q7REH6"
101376;"P22234"
11053;"O95237"
100611;"P51589"
101609;"Q9NYP7"
116901;"Q8CH19"
105352;"Q460N5"
100865;"Q8MHZ5"
103796;"P78348"
109700;"P49189"
11113;"P04798"
100619;"P38650"
101445;"P63000"
104505;"Q9R1L2"
105109;"P63086"
105763;"P34995"
106201;"F1L7Y0"
11814;"Q14643"
105679;"P35411"
10094;"P22906"
19658;"P11215"
108314;"P56819"
103590;"Q96LA8"
12703;"Q15661"
11689;"P16615"
109600;"Q07794"
10100;"P06734"
105732;"Q9X6W0"
20150;"Q6AYQ3"
105404;"P54071"
109621;"P31513"
11638;"P28482"
12114;"P10586"
104782;"O60706"
106564;"C5HJ74"
104738;"Q14432"
107888;"Q9JLB5"
11065;"P27824"
100654;"P06835"
106197;"Q15008"
19661;"P00438"
11514;"P29120"
104204;"P56489"
104841;"P28335"
104936;"P05556"
116898;"Q9H4B7"
105371;"P10719"
11539;"Q01432"
11226;"P06281"
101303;"P49961"
105671;"P21917"
10277;"Q13188"
107989;"G7Q3P2"
20019;"O08557"
107880;"P54646"
104767;"Q7WZI7"
108289;"P80912"
11597;"P58295"
100453;"Q9HUN3"
101232;"O00571"
103620;"P56109"
10728;"P18090"
12860;"P18434"
102972;"Q7X1P7"
104243;"P0C5S6"
101031;"Q15750"
104859;"P23439"
102996;"P08538"
103156;"Q9QUN7"
105470;"P97449"
104502;"Q92499"
104453;"Q4Q5S8"
14000;"Q95MF8"
104739;"P49285"
11694;"P17655"
109979;"P55055"
11448;"P23229"
11629;"P78368"
104965;"Q00534"
101099;"Q700B8"
100974;"Q9UNQ0"
104189;"O43921"
116833;"P60900"
11780;"P12657"
105666;"Q6P7S1"
100479;"Q9UHI8"
105000;"P47811"
114823;"P32942"
109750;"O00329"
124;"P34998"
109083;"Q91X60"
107603;"P11137"
109618;"Q29092"
103659;"B2RXH2"
109995;"Q81258"
104570;"P60842"
11922;"P30307"
106082;"P66475"
108396;"Q8R493"
100427;"Q62928"
104670;"P05981"
105222;"Q8N6T7"
13019;"Q8Z9J9"
104850;"Q95136"
20121;"P69328"
116746;"Q8VCH6"
11502;"O60704"
102408;"P54300"
105482;"Q9Z0Y9"
12448;"Q9HCR9"
106196;"P10185"
11409;"Q02750"
105463;"Q5VWZ2"
102612;"P18870"
108411;"Q13009"
114812;"Q13183"
106621;"P48016"
109617;"P08113"
106001;"Q9HWD4"
108132;"P04757"
103773;"Q15788"
106549;"A3QR02"
105095;"Q14432"
109806;"P56634"
105454;"Q96EG1"
11643;"P96583"
100610;"P51661"
101416;"O78749"
100597;"P9WG47"
108037;"Q99988"
109664;"Q96GD4"
102583;"A4KCT8"
119;"P30988"
104683;"P05129"
100241;"P04925"
109829;"Q7Z5W3"
108123;"P05771"
10886;"Q63449"
104756;"P04774"
105758;"Q9NR82"
104714;"O95264"
105408;"P10860"
102916;"Q8VD48"
12780;"P19784"
108402;"Q15910"
251;"P25105"
12746;"P00507"
109433;"Q91ZP4"
138;"P41146"
102870;"A5U6Z7"
104708;"P24864"
285;"Q14654"
10530;"P35377"
11045;"P30306"
103167;"Q7Z2W7"
107990;"Q81WF0"
104302;"Q62645"
105036;"P17342"
105686;"Q75Y37"
104958;"P09668"
107937;"P35222"
103436;"Q8HYC2"
10520;"P14635"
109697;"P49895"
106582;"H9BT73"
105529;"Q9MAM3"
12330;"A6H5Y3"
10558;"P04774"
102964;"O32449"
116889;"Q7RTX0"
11766;"P42893"
101350;"P52176"
10591;"Q01061"
100683;"Q8NFI3"
108370;"O88587"
109740;"P10398"
30009;"P29320"
103150;"P0C6E9"
108054;"P55201"
104183;"Q9NPA2"
109681;"Q96F10"
105944;"P9WHE3"
104301;"P19969"
105411;"P15650"
12536;"P47811"
10566;"P11678"
17107;"P80209"
109183;"P37172"
104766;"P68371"
93;"P22303"
12291;"P22102"
12440;"Q60857"
102450;"Q6KCB6"
11302;"P49588"
106075;"Q2FW15"
101109;"P10747"
101362;"Q97Q48"
105121;"P18507"
252;"P29274"
105832;"Q8CWV1"
108042;"O94992"
219;"P20309"
19602;"P02554"
123;"P32754"
11553;"Q92820"
11390;"P04066"
105048;"Q02108"
101189;"Q8IWU9"
106001;"O52761"
50;"P08588"
11255;"P62508"
104253;"Q9P1Z3"
104481;"O86157"
13030;"P10111"
12939;"P15088"
103820;"Q48435"
101381;"P23570"
112364;"P31946"
109902;"Q9ULU4"
47;"P08172"
104813;"P05129"
102960;"P26637"
20083;"P17712"
104475;"P24468"
101055;"Q9Y616"
106082;"Q9A0D6"
106618;"P46225"
116748;"Q8K0C4"
107882;"O43741"
105413;"Q6DE08"
12364;"D3ZUM4"
103587;"P19120"
10001;"O60906"
11691;"P51451"
108240;"P46821"
105089;"P19793"
17094;"P55073"
103095;"Q15208"
12893;"Q91V92"
105598;"P12830"
12127;"Q8BW75"
10813;"P00630"
101014;"Q9Y463"
105368;"O70247"
105830;"P0A7J7"
109802;"P01848"
105639;"P35499"
102865;"P06869"
105944;"P9WH81"
103990;"P87108"
108329;"Q9QYR9"
101545;"P9WQ59"
20067;"P10274"
10193;"P00915"
20016;"O02747"
100198;"Q01158"
11131;"P30838"
105007;"P31647"
103848;"P13500"
166;"Q12879"
109624;"P78381"
106082;"P0C0D4"
107940;"Q9JHF9"
106197;"Q99460"
104242;"P9WFR9"
105670;"P08913"
12163;"Q95136"
103619;"P22309"
106082;"P66303"
105584;"P46459"
103904;"P49683"
109746;"Q00535"
109857;"Q80W94"
104428;"Q8NB16"
11254;"O95718"
106712;"P23316"
106075;"P48940"
100613;"P49721"
108354;"P06612"
107639;"Q60644"
12052;"Q02759"
103663;"P26599"
17033;"P00523"
12197;"P51907"
37;"P0AES6"
105067;"O00311"
105383;"Q9QX72"
105436;"O07427"
105761;"Q08493"
104876;"P21917"
100199;"P04014"
20057;"P05413"
17126;"Q70AG6"
114881;"P22301"
109972;"P0A0B1"
260;"P34981"
143;"P43119"
105474;"Q99570"
109683;"Q9QUS1"
12239;"P19643"
104872;"P54750"
105944;"P9WH35"
102936;"P32215"
116887;"Q9UK32"
116897;"Q71U36"
104692;"P43143"
11658;"P06733"
102831;"O35491"
100211;"P25910"
20072;"P11440"
100967;"Q61937"
11144;"P02743"
11947;"Q499N1"
106082;"Q9A1V0"
109737;"P11309"
100799;"Q8R431"
100281;"P00780"
104580;"Q6PCB7"
105056;"P43235"
105062;"Q8VBU5"
104680;"P19328"
101588;"P33905"
100166;"P52732"
104699;"P29276"
104686;"P08909"
12806;"P25104"
105010;"P35968"
100910;"P38024"
10207;"P22694"
104546;"P0C0J0"
100008;"O60658"
101103;"Q9ZLT0"
104303;"P08483"
13009;"P08123"
106167;"Q8IZC6"
109637;"P35913"
234;"P08069"
103883;"Q9F923"
105657;"P28028"
103437;"Q9UEW8"
104859;"P22571"
102925;"P15387"
105018;"P46019"
109949;"P27958"
100070;"Q62868"
104370;"P97696"
11145;"P12544"
12739;"P20815"
101372;"O69773"
165;"Q12809"
101368;"O60678"
100985;"P07998"
104776;"P33534"
109771;"Q9NVM4"
101383;"P24298"
106196;"P06487"
105760;"P28331"
17128;"Q7YY76"
106001;"Q9HWF1"
105582;"O75351"
104963;"P31322"
104136;"P9WKD7"
12201;"P49088"
11285;"P46439"
10694;"P35869"
104709;"O95067"
11942;"P00749"
106725;"P20153"
17060;"P18065"
104689;"P08219"
103687;"P02791"
106654;"Q9AR38"
101512;"Q9HAS3"
101397;"Q99677"
104873;"Q9ERZ3"
116676;"Q5M848"
12800;"P14901"
105218;"Q53781"
12037;"Q9H1R3"
104506;"Q9WTV9"
105944;"P9WH53"
108396;"Q9ERK7"
100859;"Q76JU9"
11181;"P02675"
103144;"Q16236"
100243;"P9WIQ1"
11685;"Q99895"
109834;"Q9D358"
104703;"P14867"
106657;"Q9NFN6"
108250;"Q9UJU2"
103524;"P14142"
103505;"Q8IIJ9"
109458;"Q9QYM2"
12547;"Q63273"
107946;"P41144"
109732;"Q8T6B1"
105210;"B5ATN6"
107966;"Q9UNW8"
107584;"Q6E213"
63;"P11388"
105125;"Q92698"
106002;"E0VDF4"
107884;"P17787"
101324;"O43318"
106731;"Q6RVD3"
106719;"Q9GSG8"
108305;"P50293"
10073;"P07098"
101146;"A0JN73"
104746;"Q9Y6Q9"
108432;"Q25917"
11206;"Q92769"
10963;"Q9QUR6"
104851;"Q95323"
106166;"P25391"
105757;"O60674"
107627;"P02144"
10581;"Q28017"
13037;"Q76059"
102830;"P22518"
20099;"P40881"
103649;"P09598"
10992;"O15554"
106075;"Q2FUQ0"
101064;"P9WPP9"
106198;"E0VHZ1"
107928;"P45984"
10804;"P04439"
10584;"P14555"
10809;"O95977"
105034;"P31423"
106075;"Q2G113"
116686;"Q2T1B6"
109515;"Q5FVF5"
100794;"P41148"
100622;"P28907"
105095;"O76074"
107593;"Q2A652"
12568;"P47820"
116917;"Q13619"
101206;"P13738"
104697;"P53778"
108150;"P04085"
105830;"P0A7R5"
11060;"P43166"
101157;"A6BMM6"
105353;"Q460N3"
116040;"Q9NQS5"
107936;"P42338"
101488;"P9WPJ7"
101144;"Q836J0"
104941;"P14174"
105760;"O43676"
105403;"P08503"
104617;"Q63120"
236;"P08473"
101517;"P00639"
10147;"Q16678"
104764;"P07451"
11291;"O00519"
106730;"A3EZK0"
100965;"Q61096"
116866;"P08590"
105437;"P00590"
104298;"Q05586"
100438;"P06748"
116869;"P49662"
103937;"P33302"
104765;"P35372"
105178;"B9UM29"
109877;"Q922Z0"
104894;"Q05901"
106196;"P06484"
108007;"Q9BYW2"
104611;"Q63089"
102417;"P32321"
101340;"P21709"
103515;"O88704"
109954;"Q9NXS2"
108315;"Q99KQ4"
103789;"Q9BX84"
104720;"P22694"
104980;"P49674"
105420;"Q08857"
116771;"Q9C0Y4"
104737;"Q15842"
116785;"A5H660"
109206;"Q8KHJ3"
105685;"Q53729"
106075;"P0A0F4"
106199;"F2SZD3"
109740;"P15056"
11762;"P42260"
11490;"P50233"
106611;"P16395"
104311;"P05178"
106565;"C5ISA2"
100949;"Q13164"
107583;"Q921V5"
11472;"P40763"
105708;"Q9ULD8"
212;"P02919"
107592;"Q9WVG5"
10437;"P04058"
12172;"P54290"
