"tid";"accession"
104165;"Q4R6F8"
104267;"Q48935"
10891;"Q15842"
105076;"P32297"
103450;"Q10283"
17010;"Q6P762"
12654;"P22734"
109770;"P06794"
109746;"O94921"
30048;"Q9Y2H1"
116894;"Q16875"
104796;"P35913"
105772;"Q5EP76"
103713;"P03206"
104301;"Q9ES14"
102838;"P57791"
103918;"Q27758"
108013;"P45376"
102657;"Q53GQ0"
11013;"O60551"
13049;"P14100"
105523;"P81072"
10208;"Q9UKR0"
104910;"Q16602"
102395;"Q61221"
102961;"O52327"
104365;"P51656"
101030;"Q15569"
104689;"P08220"
105502;"Q8WNY2"
109599;"Q96PN8"
104906;"P61168"
11966;"O14939"
12198;"P31652"
106075;"Q2FZ42"
100824;"Q8IY84"
105708;"Q92953"
104978;"P47901"
104393;"Q28691"
104919;"P00742"
104363;"P51657"
101173;"P41235"
100804;"P52700"
108142;"Q15910"
104841;"Q13639"
105510;"O43525"
107582;"Q9Y6Y9"
11499;"O43895"
107929;"O15264"
105224;"Q9NRC8"
12077;"P70618"
100188;"O04931"
17015;"O19067"
103633;"Q6DLW5"
107882;"P54646"
107901;"P50750"
12013;"P55212"
102399;"Q96RG2"
116693;"A0A0C5PRQ1"
100962;"Q60751"
12588;"P48764"
108254;"P78504"
104223;"Q86W56"
107979;"Q92753"
12891;"P18125"
101591;"P35398"
105597;"P48371"
10026;"P35351"
104683;"Q04759"
106196;"P04288"
17047;"P05979"
105207;"Q9H2M3"
100669;"Q75NA5"
103852;"P05046"
107993;"P01127"
100871;"Q8BZP8"
10397;"O43526"
105128;"O95461"
103826;"P36107"
102847;"Q6T3U4"
104625;"Q9WTW5"
105179;"B9UM26"
101134;"Q7TT86"
101152;"A5A4K8"
12673;"P34914"
106667;"A7XBP7"
103571;"Q91ZY3"
169;"Q13936"
104738;"P27815"
106001;"Q9HWC8"
12706;"P04184"
10279;"O95050"
108025;"P9WQ17"
116878;"H2R7Z5"
100146;"O43174"
30003;"O00444"
109723;"Q4QKG6"
105832;"P66525"
106627;"P97494"
109868;"Q86VZ5"
193;"P00740"
105398;"P26284"
104646;"Q7TMS5"
100823;"Q9ZTP8"
102706;"Q9NZV8"
106595;"M5BZV0"
10154;"P60174"
101331;"O53551"
104448;"Q3SZX4"
108260;"P25791"
11232;"P56524"
11064;"P32214"
104083;"Q9BR01"
104882;"P15823"
106656;"Q9FYV8"
103068;"Q9BT73"
100627;"P24666"
100574;"Q9FH76"
104134;"Q5NGP7"
100588;"Q54A96"
106082;"P66446"
106145;"P9WPU5"
105831;"Q18CF3"
11810;"P29452"
102547;"Q9FV53"
116821;"Q27546"
12244;"O08537"
19642;"P97772"
104013;"Q9HC16"
101251;"P17516"
104726;"Q9Y271"
105734;"Q15878"
11156;"P46663"
105832;""
104001;"Q6LX38"
103889;"Q5GN09"
105034;"P23385"
116744;"Q9Y6M7"
106082;"Q490D8"
105345;"P58735"
105038;"P47870"
107900;"P49336"
101195;"A8RR46"
103448;"O43172"
105500;"Q96QK1"
104017;"Q9Y4P1"
101243;"P15385"
108236;"P56740"
108347;"Q3TRM4"
105760;"O00483"
105760;"O43677"
116863;"Q13564"
100876;"Q92830"
104732;"P14270"
17145;"Q9UBS0"
105065;"P35968"
104841;"P34969"
107657;"Q9BUL5"
103147;"P05089"
10857;"Q96KS0"
102580;"Q8VH27"
100464;"Q9QXX3"
106174;"Q4WLT4"
19646;"P05194"
102822;"O70126"
10659;"P54646"
106573;"E1BKU0"
12579;"Q08209"
104737;"Q14654"
101142;"Q82122"
104913;"E1BN64"
11848;"Q9BYF1"
106197;"O43242"
11454;"P08237"
106082;"Q9A1V8"
19610;"P72355"
104131;"P0A7Y4"
104915;"P35968"
105086;"Q03142"
103951;"Q9NAW2"
104331;"Q9ULC6"
104752;"P62813"
105061;"P00327"
104754;"P35462"
103910;"P48302"
12129;"Q06518"
105744;"P00533"
101148;"A0MJA5"
101026;"Q15046"
104942;"P04626"
101023;"P09870"
101446;"Q9BZ11"
17012;"Q9GK37"
104880;"P13945"
103106;"Q8NE63"
12452;"P28494"
11110;"P22894"
105639;"Q9UQD0"
18061;"Q15858"
104295;"P24385"
12713;"P05024"
105117;"Q9Y618"
10648;"Q9ERZ4"
109727;"Q9RUB5"
103702;"A3EZJ3"
101398;"Q99755"
104823;"P28332"
104691;"P08173"
104734;"P41143"
20023;"O19045"
104688;"P28472"
104222;"P26595"
101379;"P22413"
101137;"Q7Z4H4"
105058;"P12268"
105761;"Q13956"
11709;"Q16774"
109080;"Q8SPU6"
104995;"Q9UHL4"
108398;"P35372"
100801;"P04800"
108050;"P54358"
104236;"O69638"
104732;"P14646"
103507;"Q9KPI8"
109445;"O60671"
104600;"Q96S53"
109481;"Q9GRG6"
101256;"P43870"
106197;"A5LHX3"
106198;"E0VCA5"
105122;"Q6PE15"
105;"P28221"
106167;"P08572"
103637;"Q7K6A1"
102714;"P33908"
104824;"P19493"
104474;"P10589"
100342;"P31651"
109993;"Q9UBB5"
11447;"Q00796"
116677;"Q925B3"
12614;"P31646"
102454;"O95544"
11162;"P29703"
101427;"P26927"
20163;"Q97S36"
104612;"Q5RLM2"
105603;"Q9NPC2"
10255;"Q925U2"
103989;"P83916"
107636;"Q29RK1"
100668;"O77773"
106554;"B3TNN2"
104419;"Q8NB78"
11863;"Q64264"
11837;"Q14573"
101186;"Q8CGM4"
106130;"Q6A5E8"
104801;"Q13936"
100075;"P37173"
104842;"P14416"
11108;"P33434"
87;"P21554"
12761;"P09057"
103896;"Q96HE7"
106167;"P12111"
17092;"P53341"
12913;"Q02763"
105020;"P11802"
17070;"P29994"
100956;"Q5NUL3"
108340;"A2AJ88"
101082;"Q1HEC0"
105832;"P0A4B6"
105830;"P0AA10"
109610;"P53041"
11383;"P05708"
104278;"Q7RTN6"
103672;"Q07440"
105832;"Q8CWV3"
105944;"P9WHB3"
105100;"P29474"
116865;"P78552"
107632;"Q8TAV3"
101259;"P47806"
10230;"O09175"
103098;"Q8RLA6"
101459;"Q9GPQ4"
10540;"Q64663"
10080;"Q99943"
12583;"Q9Y5K2"
104139;"Q9NY91"
109436;"Q9NYW5"
104643;"Q96J66"
101292;"P18858"
3;"O76074"
106198;"E0VM29"
104299;"P24864"
104840;"P31648"
10039;"P04351"
147;"P47872"
104722;"P29089"
101141;"Q81RP3"
104380;"Q9UBU3"
106082;"Q99XZ0"
109924;"Q64481"
108409;"P01106"
106197;"O00231"
116755;"Q01957"
12483;"P02665"
109851;"Q8K093"
104549;"Q6QLQ4"
100947;"Q12851"
104708;"O96020"
11058;"P70579"
11809;"P00920"
107671;"Q3SYC2"
91;"P21964"
17110;"Q02485"
105416;"Q80WQ2"
116833;"P49720"
104941;"P04233"
116701;"Q8Z5I4"
101150;"A3RGC1"
104780;"P21396"
11406;"P17936"
17079;"P34970"
12471;"P42866"
103845;"Q62120"
104793;"P22455"
104985;"P05106"
104824;"Q8VHN2"
108366;"Q9XT54"
105542;"Q04468"
116868;"P16581"
105135;"Q62848"
104443;"Q60692"
108369;"O95602"
101484;"P29376"
105641;"Q9VTU8"
100426;"Q923Y8"
20095;"P35557"
100917;"Q08345"
107931;"Q05586"
100483;"P23469"
106204;"Q14CN2"
116786;"Q62857"
105760;"O75306"
100971;"Q9UMX1"
20086;"P20852"
101563;"Q9N6S8"
109750;"P27986"
108026;"Q9R1P3"
108142;"O75530"
10011;"O70344"
109750;"Q8WYR1"
105046;"P08483"
190;"P20701"
270;"P10826"
109629;"Q01740"
103081;"P14756"
17052;"P10608"
105539;"P07753"
100159;"Q14973"
11147;"P49864"
109692;"Q9Y3D2"
10024;"P43144"
103914;"Q53I59"
31000;"Q7L0J3"
104764;"Q9Y2D0"
12897;"Q9TTK6"
106145;"P9WPS1"
11105;"Q8IW41"
104283;"P17787"
222;"Q13224"
103046;"Q9BVG8"
100052;"P88142"
12252;"P56817"
11199;"P08419"
105491;"Q62151"
104446;"P28072"
102817;"Q91WR5"
55;"P09917"
12738;"P09237"
104103;"Q99814"
100126;"P15056"
103074;"P62493"
104442;"P28063"
106196;"O09800"
12159;"P56658"
109788;"P35613"
100485;"O75365"
101351;"P52895"
12649;"P67775"
11902;"P04629"
109499;"Q9X9I8"
20096;"P36400"
101617;"P04353"
104839;"O35433"
108295;"C1JLF0"
10808;"Q92633"
100227;"Q12794"
98;"P23921"
104684;"P25115"
104689;"P20237"
11076;"Q6P8J2"
114830;"P12272"
101441;"P61160"
102783;"Q9H2K2"
114842;"P06731"
104300;"P27361"
104692;"Q9JLB5"
109434;"Q9NYV8"
12570;"P19112"
100822;"Q99788"
104757;"P18507"
103735;"Q17339"
104595;"P14769"
10270;"Q9CPU0"
109475;"P62258"
17099;"P77173"
133;"P37231"
13076;"P23978"
104915;"P35916"
105830;"P0AG55"
10908;"P06868"
19609;"P62813"
105074;"P11275"
100922;"Q0H0H0"
104693;"P22909"
12924;"P56199"
104602;"O95255"
109500;"P0A9J8"
12173;"P30729"
105760;"O75438"
109967;"Q11205"
101623;"P05182"
116823;"P02689"
105201;"P29352"
100998;"Q62805"
104422;"O15054"
116692;"A8Q2D1"
104870;"Q01959"
108147;"Q9Y6K1"
103870;"Q2XPY6"
10424;"Q15257"
108389;"Q9VTV9"
10086;"P51436"
11581;"O35435"
100450;"Q16769"
106145;"P9WPV1"
109514;"Q04756"
103719;"P11940"
104156;"Q704Y3"
105766;"P10276"
10788;"P07437"
103716;"P05866"
105737;"P28340"
109564;"P29372"
105509;"P51787"
10744;"P00439"
10505;"P15085"
17144;"Q9TVW2"
108408;"P16109"
108004;"Q9ULD4"
19669;"Q53707"
116855;"Q6UB28"
101473;"P27037"
10806;"P19438"
36;"P06401"
105769;"P06239"
109957;"P24740"
104741;"P41145"
106728;"Q6V7U7"
20035;"O76083"
101596;"Q03114"
104820;"Q15118"
10747;"P18292"
103801;"Q8WXD0"
10601;"P14270"
20038;"O00089"
104928;"P03952"
116745;"Q8BTY2"
104072;"P10620"
102413;"P0CY28"
10179;"Q03405"
101200;"B9W4V6"
10689;"Q9Z1K9"
109478;"Q2V0Q7"
12128;"P07861"
107658;"Q12888"
104193;"P11226"
104740;"P33535"
101566;"Q9NFS5"
104779;"P0DMS8"
100796;"Q61214"
20008;"Q9NRW4"
11717;"O09114"
101578;"P03379"
102632;"P02647"
108428;"Q61239"
103665;"Q16637"
20126;"P79218"
10717;"P18846"
109085;"E0WN35"
10781;"Q96GD4"
106630;"Q01HZ7"
104731;"P68403"
101043;"Q6JP75"
104112;"P04370"
30007;"P16591"
105622;"Q9NS00"
102939;"Q7TT78"
108428;"Q8BUY9"
108149;"Q8VCT4"
105736;"O95977"
105738;"Q5JZY3"
11921;"Q62645"
10276;"Q9Y478"
102683;"O75015"
100772;"G4XX53"
100929;"Q9S446"
108001;"Q8IZX4"
106075;"Q2FXQ1"
104368;"Q8WTV0"
106001;"Q9HWE0"
20091;"P28843"
11710;"P49138"
104256;"Q9NQR1"
109083;"P49582"
19702;"O08590"
102754;"Q9UBK2"
101518;"P00640"
101290;"P18509"
105041;"P61169"
11920;"O70196"
10993;"P06732"
109542;"O43598"
104824;"P35439"
11959;"Q9NY47"
101168;"P38605"
109698;"P31513"
12090;"Q13627"
106006;"Q24982"
20024;"O34623"
104840;"P31650"
108124;"P17301"
106720;"Q4W6C8"
102555;"Q81VW8"
105074;"P11730"
12694;"P29597"
12782;"P11275"
11811;"P51675"
107586;"Q09327"
116747;"P70245"
12945;"P32320"
12200;"P23739"
105769;"P07948"
103900;"Q9WV26"
102767;"Q96S37"
12846;"Q837B3"
10093;"P01112"
104841;"P28222"
105119;"Q28067"
100874;"Q09472"
107917;"P23458"
104173;"P49798"
108324;"Q9R0P3"
101615;"P04274"
109538;"Q13541"
10954;"P11150"
106603;"O89085"
108402;"Q16576"
103561;"Q80SS6"
12391;"Q5BJR8"
105536;"P9WQ77"
105386;"P20059"
100848;"Q15391"
102676;"O15197"
109991;"P56696"
100609;"P56818"
109498;"Q5U431"
17045;"P08684"
12220;"Q922D8"
105631;"Q5IB64"
104590;"O35988"
11074;"Q9UKG9"
106633;"Q27552"
109940;"O70444"
101283;"O15245"
100937;"P06242"
101050;"Q9Y5L3"
102474;"Q9Y3S1"
10475;"P25929"
104716;"Q6B856"
102437;"O15066"
10621;"P50129"
104333;"Q9ULW8"
109464;"Q9Y2A9"
104928;"P00742"
104994;"P28223"
109446;"O94953"
105589;"P09429"
102432;"P49065"
103968;"P0CX82"
11775;"P24864"
116704;"Q9NYB0"
107937;"Q9NQB0"
108122;"P08887"
104723;"P35348"
10074;"P23946"
102673;"Q6UWR7"
104916;"P17157"
12469;"P35918"
104820;"Q15119"
105744;"Q15303"
116809;"Q6NVY1"
104246;"Q12772"
105830;"P0AG63"
107903;"P67870"
103459;"Q27793"
12512;"P25099"
104903;"A8MPY1"
107895;"P24941"
116910;"Q08649"
12171;"P28647"
100007;"P08373"
101475;"P27540"
70;"P13922"
11020;"P17256"
104801;"Q01668"
105761;"O43924"
100168;"Q04206"
100143;"P48281"
12962;"P00366"
109439;"Q9NYW1"
104720;"P22612"
104212;"Q08834"
10971;"Q16566"
105830;"P0A7M2"
104585;"P06576"
12046;"Q9H4B7"
105760;"Q9P032"
105086;"Q61851"
104878;"O60266"
104688;"O00591"
17106;"P79400"
12020;"P35563"
109997;"P46636"
106165;""
104904;"P34903"
100455;"Q965D6"
105736;"Q9H228"
106619;"P46426"
101513;"P00530"
105174;"P48050"
20174;"Q9Y5Y4"
105481;"P35579"
114864;"P10600"
104066;"Q16348"
105760;"P49821"
105760;"Q9Y6M9"
104783;"P18598"
100595;"Q12913"
107925;"O43318"
102746;"Q96QU1"
106578;"G3EFH9"
12154;"Q8TCU5"
105034;"P31422"
103141;"Q6AYB2"
109700;"P00352"
100791;"P63092"
106075;"Q2FYU6"
107887;"P43681"
109746;"P06493"
105407;"P04797"
109814;"Q64578"
10756;"Q05209"
109459;"P30947"
108046;"P40189"
105519;"Q8MZM0"
103698;"Q9BPW0"
101424;"P26019"
10511;"Q00975"
11439;"P28471"
108145;"Q9QUN7"
104747;"P37231"
104388;"Q9Z1E3"
102434;"P16140"
12263;"P04409"
10736;"Q8TET4"
12811;"P21139"
104651;"Q71MB6"
105082;"P07550"
128;"P35368"
105066;"Q6P8J2"
107907;"Q63273"
53;"P0AES4"
104776;"P32300"
108143;"O75530"
102917;"P23457"
11188;"Q16850"
104285;"P30926"
116706;"Q9D0R2"
17154;"D3ZJF9"
101175;"P41738"
105115;"P43235"
105001;"Q9Z0U4"
106004;"E0V9W2"
104160;"Q53EL6"
11802;"P00520"
12936;"P03905"
11031;"P06795"
102665;"O14640"
103894;"P11500"
100867;"O15552"
10531;"O96017"
102829;"P35329"
105636;"Q5HK04"
12470;"P25911"
104259;"Q6R327"
105075;"P14842"
10989;"Q9D6N1"
103064;"Q6PSM0"
104851;"Q3SZX4"
105090;"P34971"
103469;"Q924U1"
104395;"O95372"
101297;"P49116"
12018;"Q9ERZ8"
107604;"P9WHH1"
10049;"P15531"
11263;"P30936"
105832;"Q8CWQ0"
114820;"P56856"
272;"P11926"
109489;"Q8R4G1"
116735;"Q9H773"
104790;"P29274"
182;"P01589"
100601;"P84058"
105639;"Q9Y5Y9"
11047;"P45985"
105428;"Q9UJ71"
108353;"Q07806"
104956;"P09619"
106001;"P29436"
17123;"Q6IE76"
10879;"P09216"
11260;"P28646"
106709;"B2LUN4"
100046;"Q5D1F0"
109924;"Q9JMA7"
101035;"Q16611"
104878;"Q08462"
104723;"P35368"
105078;"P25099"
102699;"P60568"
102810;"Q0VJU6"
101444;"P62158"
104705;"P32305"
109779;"Q01344"
18032;"P0A725"
104715;"Q8QZW7"
10115;"P17988"
12864;"P50339"
105443;"Q8NEZ4"
106576;"G1SR55"
12818;"P56192"
12967;"O14757"
109490;"Q8CIP3"
101020;"P09482"
106635;"Q27957"
30;"P05091"
101135;"Q7YR26"
101066;"P0A6I3"
104823;"P00326"
109602;"P28037"
100926;"Q9P8Q7"
102546;"O67648"
100782;"Q99714"
106724;"O77240"
106082;"P66280"
100923;"Q0PXQ5"
105563;"P27652"
10624;"P47898"
12454;"P05696"
10541;"P51582"
20161;"Q94715"
12851;"P39877"
105024;"P0DMS8"
101469;"P00184"
100333;"Q98254"
30035;"Q9H2G2"
101325;"O43521"
105762;"O95263"
105034;"P35349"
100422;"P32577"
109789;"P16422"
102949;"Q5FVR2"
10444;"P00761"
104225;"A2CF88"
116718;"Q8WUW1"
101187;"Q8G2R2"
104499;"P25106"
105708;"P56696"
100942;"P06797"
104683;"Q05513"
109843;"A0A0C5K5S3"
12283;"Q9UQL6"
10031;"Q28044"
10324;"P50247"
106198;"E0W115"
105651;"Q6Y7W6"
105832;"Q8CWV4"
107902;"Q9BRQ5"
10356;"Q6GI75"
17027;"O97554"
109886;"P02511"
106003;"H9U2W1"
102457;"P35961"
105629;"Q16595"
11934;"O60733"
104737;"Q09428"
105167;"Q99MB1"
107589;"Q2NL67"
109781;"Q96F46"
152;"P9WNL9"
103608;"Q7X575"
105830;"P02359"
101442;"P61823"
105114;"P47866"
11241;"Q99538"
105556;"Q9XFS9"
101085;"Q27757"
100647;"P0AB71"
19654;"O02853"
102436;"O64411"
103684;"C4YTQ8"
20107;"P43819"
109826;"Q9NQV7"
100326;"Q873X9"
10702;"P50579"
105364;"Q91ZU6"
102911;"P47196"
105761;"P16499"
109612;"Q8BJ56"
104774;"Q16445"
104763;"P40146"
105944;"P9WH95"
105734;"P54289"
103543;"P09544"
105732;"Q9X6V3"
109553;"Q9I7C2"
101411;"O75385"
11690;"P15313"
109567;"P35520"
116782;"O76031"
101047;"Q6PFW1"
10420;"O75688"
102849;"P35383"
116887;"Q15418"
105200;"P40818"
109852;"A9QW74"
104239;"Q51559"
103570;"Q91V01"
20036;"O77656"
105773;"P47901"
10152;"P00558"
105202;"Q9NPI8"
105738;"P54762"
116091;"P46095"
20002;"Q9C1S6"
103155;"Q12974"
116827;"Q8VDS3"
104683;"P05771"
103824;"P23920"
109518;"Q8TDN7"
108132;"P43143"
12620;"P00382"
18035;"P9WNG3"
104904;"Q8N1C3"
103159;"P00511"
106592;"K7N5L2"
17077;"P32738"
109862;"Q8CIH5"
10027;"P00811"
105760;"P03901"
100596;"Q0GKD7"
102635;"P62330"
105389;"P43432"
18058;"Q02294"
100127;"P09769"
12784;"Q9CQ65"
102895;"Q9Y006"
108332;"Q3UFF7"
104093;"P00178"
17130;"Q8AWE3"
10873;"Q95334"
105830;"P0A7N9"
106585;"A0A1I7V8J2"
10300;"P22605"
105619;"Q10469"
106561;"C1KUY2"
104998;"Q9NR96"
103707;"Q15056"
104735;"Q14123"
10312;"P29411"
104918;"Q13946"
20042;"P00469"
102784;"Q9H3S4"
101535;"P30992"
12074;"P17708"
100864;"P47748"
102473;"Q8NG66"
11727;"P34913"
104507;"Q9GZZ9"
103819;"Q3S5C3"
104701;"P42264"
101374;"O75355"
104973;"Q14571"
109792;"P01583"
10006;"P30285"
103148;"P24062"
10616;"P32240"
10502;"P20272"
11659;"P48506"
103116;"P0A3M1"
101451;"Q9EPK8"
12327;"P0DJD9"
11726;"Q07075"
11515;"P16499"
107988;"P96884"
104299;"P24941"
101248;"P16471"
10142;"P32245"
105686;"Q75YK0"
109187;"P60843"
12720;"P48044"
106082;""
100777;"P0A9J4"
104736;"P41145"
17102;"P79291"
104287;"P12392"
10116;"P47747"
105734;"Q08289"
116;"P30559"
102875;"P9WJN3"
103738;"Q2Q167"
105570;"Q60484"
109960;"P07147"
105830;"P0A7Q6"
11403;"P18911"
105011;"Q00651"
101166;"P13601"
101371;"O62855"
116678;"Q6ZNB5"
105685;"Q53707"
105206;"Q13702"
104302;"Q9R1M7"
105760;"Q9NX14"
11092;"P13726"
104513;"B0BNF9"
100861;"O88410"
10900;"Q9NRA0"
108298;"P16453"
12847;"P04070"
105504;"Q13490"
12998;"Q64560"
12425;"P35228"
100786;"Q9Y2P5"
106634;"Q27677"
106134;"P08887"
12029;"P10323"
17121;"Q64077"
10714;"P11245"
11201;"P13807"
101530;"P29678"
100147;"P06730"
108435;"F2SHH3"
105396;"Q9WVK7"
100645;"P0C1P9"
104766;"Q71U36"
12054;"P16050"
11170;"P08689"
101092;"Q6PRG8"
10938;"O60674"
103123;"P00669"
103668;"P02545"
104286;"P12389"
108351;"Q8BHC7"
20110;"P49187"
109540;"O55040"
104692;"P43144"
11391;"P09250"
105387;"P07335"
103085;"P49619"
100158;"P05187"
11567;"P09668"
12104;"P06536"
12241;"Q6Y1R5"
101607;"Q9NY57"
100156;"P50454"
10494;"P08311"
100055;"P67777"
106661;"Q9YQ12"
105747;"P48167"
12641;"P52500"
103729;"P61981"
186;"P04958"
105675;"P9WH75"
105547;"Q9BMK9"
30039;"Q9JI10"
17035;"P00767"
104688;"P14867"
100112;"O54912"
104813;"P05771"
10075;"P22412"
104768;"P13612"
105708;"Q9NZV8"
104076;"P50225"
12000;"P08709"
105483;"Q99757"
100224;"Q5DUH8"
104688;"Q16445"
104292;"P06756"
103934;"Q9ERV0"
20001;"O93874"
10274;"P30969"
105635;"Q15047"
11427;"P61168"
105355;"P35710"
101058;"Q9Y6M4"
30040;"Q9NQU5"
104865;"P50482"
108410;"P15917"
104825;"P48058"
11862;"P50172"
105708;"P17658"
100022;"Q9EST2"
103941;"Q00496"
102818;"P07724"
116887;"Q9UBS0"
105577;"P0AES6"
109559;"Q86V24"
102986;"Q197X6"
101321;"O35346"
104152;"O35913"
105832;"Q8CWS0"
103726;"P48145"
12301;"Q01237"
105426;"Q81JI8"
107629;"P09487"
11680;"P30560"
104929;"Q28838"
105507;"Q99814"
101079;"Q16832"
107587;"P26572"
108233;"P62617"
100069;"P07332"
12004;"Q8VBU5"
11294;"P15589"
14;"P00813"
101343;"P50591"
108280;"P16070"
103545;"P0C7A3"
104683;"P24723"
12420;"Q9P0Z9"
12865;"P35439"
104993;"P25100"
102672;"Q96KQ7"
104655;"Q9JIP7"
18033;"P07947"
108414;"Q15370"
12868;"P34960"
105402;"P14152"
104614;"O75751"
106650;"Q7YWB7"
104999;"P20815"
49;"P08514"
10455;"P07382"
109429;"Q76EI6"
109725;"Q8DW17"
116918;"P01374"
19666;"P90518"
104819;"P24008"
105832;"P66201"
104679;"Q08499"
104878;"Q8NFM4"
109545;"P09874"
106001;"Q9HWE7"
116833;"Q8TAA3"
104471;"Q14541"
116720;"Q8R116"
100940;"P06526"
100461;"Q2TXB7"
100475;"O08532"
104905;"P31644"
104829;"O62664"
105734;"Q06432"
103088;"Q9UPY5"
100925;"Q9P2K8"
105602;"O14649"
100604;"P9WQD9"
10682;"Q9EQD2"
11622;"Q13557"
101228;"Q8NG68"
104192;"Q1R2J4"
105077;"P20272"
108308;"Q9Y265"
10021;"Q02152"
104092;"P11707"
102444;"Q95214"
11890;"Q9JLB5"
103875;"Q6Q793"
116714;"Q62167"
105425;"Q9MYJ9"
104356;"Q9NP87"
102841;"O35659"
104715;"Q9JLF1"
116864;"Q8IU57"
10262;"Q9HCP0"
105708;"Q16322"
105830;"P0A7K6"
102937;"P07379"
311;"P05227"
101425;"P26663"
104980;"Q9HCP0"
11978;"O35433"
104813;"P24723"
104788;"P35030"
12247;"Q05655"
100018;"Q06486"
104764;"P35218"
105759;"Q01959"
108380;"P22004"
104584;"Q9Y230"
104531;"O95398"
116688;"Q62668"
106001;"Q9HY26"
109746;"P24941"
11318;"P12319"
105097;"P09917"
105944;"P9WH65"
102441;"Q6B0I6"
11413;"P24158"
103714;"P03211"
101572;"P03118"
100338;"P25090"
105764;"P10826"
10522;"P24385"
106711;"P11402"
19637;"B9V8S1"
104661;"Q8K1P8"
104808;"P24385"
12168;"P07687"
12675;"P02763"
106197;"P17980"
102594;"P00573"
116833;"P28066"
103573;"Q99J39"
100080;"O96013"
103140;"Q9UL54"
11574;"P25024"
101464;"O95819"
10260;"Q8NER1"
12203;"Q9I8D0"
105455;"Q5JUR7"
11903;"Q02218"
101255;"P43568"
11104;"Q61616"
107960;"P13100"
11718;"P11416"
105694;"Q4GZG4"
10750;"P48032"
108015;"Q6ZWH5"
105385;"P09321"
109585;"Q8TE04"
103145;"P07342"
104281;"P12390"
104902;"Q13003"
105944;"P9WH51"
116796;"Q99JA4"
101409;"Q9BXR0"
104086;"Q9HAW9"
104963;"P05131"
116898;"Q13885"
10595;"Q01062"
10096;"P07807"
10688;"P08911"
103991;"P98073"
12180;"Q8QGU2"
10885;"O94806"
108320;"P97823"
104681;"Q9UQL6"
105591;"Q9BY08"
107585;"Q58HT5"
101597;"Q04207"
100277;"P02879"
100904;"P35573"
10635;"P36544"
104804;"P04993"
105708;"Q9NR82"
100577;"Q95WR6"
17115;"Q28642"
100138;"P49238"
101203;"O00214"
101249;"P17157"
102864;"Q8BLA8"
12399;"P26639"
104691;"P08912"
105004;"P15823"
201;"P19235"
10513;"Q01815"
104841;"P47898"
108371;"Q86MC2"
103036;"Q7Z1V1"
10218;"Q6UW60"
12770;"P47869"
105830;"P0A7N1"
103089;"Q7TNH1"
108146;"Q9UBT2"
104508;"Q8TBC4"
10216;"Q05513"
103057;"P23528"
107667;"Q80XI6"
109731;"Q76270"
114916;"P04141"
20046;"P00939"
104310;"P00179"
10952;"Q15904"
104837;"Q9NY46"
106167;"P53420"
101136;"Q7Z2K8"
105078;"P30543"
109790;"P15941"
100875;"Q92831"
106166;"A4D0S4"
103535;"D5JGF6"
12178;"P32189"
108039;"O00411"
30010;"P29322"
11364;"Q13131"
102915;"P97852"
105038;"P18507"
108237;"P26281"
104218;"O60235"
103788;"Q8TD43"
20145;"Q58D55"
109682;"Q7RTT9"
105175;"P78508"
19887;"P03300"
12021;"Q96DB2"
101165;"P13516"
101238;"O14519"
116784;"P56545"
105399;"P04642"
109782;"P35225"
116855;"Q9ULA0"
101437;"P9WMN1"
103955;"Q3I4V7"
84;"P20839"
104753;"P69905"
109697;"P55073"
100620;"P36906"
100179;"P24942"
101455;"Q9ES66"
109517;"P05160"
10412;"Q8HXG6"
116897;"A6NHL2"
102843;"P35428"
106002;"E0VDF7"
108387;"F4MUJ9"
103492;"P26262"
105040;"P21728"
108035;"P52792"
12236;"P51639"
108334;"Q80UX8"
102470;"Q4WAW7"
100817;"Q9Z2J6"
105092;"P33032"
12567;"P00185"
108326;"Q9D8I1"
100651;"P07752"
103466;"P00349"
12812;"P24053"
104873;"Q9ERZ4"
11519;"P29074"
101549;"P97520"
106171;"Q99YW3"
11500;"O15496"
10170;"P16083"
101471;"P00395"
10958;"P23204"
116855;"Q8N6M6"
81;"P20138"
11099;"P01213"
10979;"P17948"
105098;"P28647"
12992;"O43525"
105369;"O35454"
106198;"E0VRD2"
106198;"E0VCW9"
10836;"O60259"
104097;"P14488"
109698;"P49326"
104562;"Q9JM51"
100200;"P10236"
100895;"P63086"
104791;"Q7LG56"
107598;"Q9JHF9"
100419;"Q6P6U0"
100800;"P43253"
11236;"P30873"
105072;"Q5EI73"
102757;"P43378"
109816;"P62509"
108437;"Q15116"
10866;"P02787"
104842;"P21917"
106167;"P02461"
100132;"Q9DC28"
104838;"P19969"
106003;"H9U2V9"
100249;"O93875"
103929;"Q99593"
108138;"Q9UBL3"
109741;"Q14332"
106001;"Q9HUM9"
101550;"P97793"
12955;"P07384"
106172;"P0A800"
106200;"C4PKY4"
105034;"P31421"
109846;"O35235"
105760;"O95178"
100171;"P08170"
101620;"P04786"
109736;"X5EH84"
116042;"Q8IYL9"
10665;"P36633"
106716;"Q3KVM1"
103037;"Q8K418"
104302;"Q00959"
109919;"Q9NS87"
103529;"P06865"
104408;"Q0ZAQ8"
109724;"Q7KQK5"
103482;"P01109"
105708;"Q9ULS6"
12516;"Q9WUD2"
103035;"P00898"
11325;"P17425"
109553;"P48372"
18054;"P68402"
