"target_pref_name","target_chembl_id","publication_year","target_tid","go_pref_name","compound_count","PMID_count","disease_efficacy_count"
"L-type amino acid transporter 1","CHEMBL4459",2016,100160,"cell differentiation",3,1,0
"Ileal bile acid transporter","CHEMBL2778",1998,12909,"transport",7,1,0
"Ileal bile acid transporter","CHEMBL2778",2002,12909,"transport",1,1,0
"Ileal bile acid transporter","CHEMBL2778",2005,12909,"transport",106,3,0
"Ileal bile acid transporter","CHEMBL2778",2010,12909,"transport",33,1,0
"Ileal bile acid transporter","CHEMBL2778",2013,12909,"transport",43,1,0
"Ileal bile acid transporter","CHEMBL2778",1998,12909,"transmembrane transport",7,1,0
"Ileal bile acid transporter","CHEMBL2778",2002,12909,"transmembrane transport",1,1,0
"Ileal bile acid transporter","CHEMBL2778",2005,12909,"transmembrane transport",106,3,0
"Ileal bile acid transporter","CHEMBL2778",2010,12909,"transmembrane transport",33,1,0
"Ileal bile acid transporter","CHEMBL2778",2013,12909,"transmembrane transport",43,1,0
"High-affinity choline transporter","CHEMBL4507",2015,100449,"transport",19,1,0
"High-affinity choline transporter","CHEMBL4507",2015,100449,"transmembrane transport",19,1,0
"High-affinity choline transporter","CHEMBL4507",2015,100449,"cell-cell signaling",19,1,0
"High-affinity choline transporter","CHEMBL4507",2015,100449,"biosynthetic process",19,1,0
"Glycine transporter 2","CHEMBL3060",2001,11596,"transport",11,1,0
"Glycine transporter 2","CHEMBL3060",2006,11596,"transport",44,4,0
"Glycine transporter 2","CHEMBL3060",2007,11596,"transport",6,1,0
"Glycine transporter 2","CHEMBL3060",2008,11596,"transport",40,2,0
"Glycine transporter 2","CHEMBL3060",2010,11596,"transport",14,3,0
"Glycine transporter 2","CHEMBL3060",2014,11596,"transport",26,2,0
"Glycine transporter 2","CHEMBL3060",2001,11596,"transmembrane transport",11,1,0
"Glycine transporter 2","CHEMBL3060",2006,11596,"transmembrane transport",44,4,0
"Glycine transporter 2","CHEMBL3060",2007,11596,"transmembrane transport",6,1,0
"Glycine transporter 2","CHEMBL3060",2008,11596,"transmembrane transport",40,2,0
"Glycine transporter 2","CHEMBL3060",2010,11596,"transmembrane transport",14,3,0
"Glycine transporter 2","CHEMBL3060",2014,11596,"transmembrane transport",26,2,0
"Glycine transporter 2","CHEMBL3060",2001,11596,"cell-cell signaling",11,1,0
"Glycine transporter 2","CHEMBL3060",2006,11596,"cell-cell signaling",44,4,0
"Glycine transporter 2","CHEMBL3060",2007,11596,"cell-cell signaling",6,1,0
"Glycine transporter 2","CHEMBL3060",2008,11596,"cell-cell signaling",40,2,0
"Glycine transporter 2","CHEMBL3060",2010,11596,"cell-cell signaling",14,3,0
"Glycine transporter 2","CHEMBL3060",2014,11596,"cell-cell signaling",26,2,0
"Glycine transporter 1","CHEMBL2337",2004,11682,"transport",21,1,0
"Glycine transporter 1","CHEMBL2337",2006,11682,"transport",184,8,0
"Glycine transporter 1","CHEMBL2337",2007,11682,"transport",75,3,0
"Glycine transporter 1","CHEMBL2337",2008,11682,"transport",73,2,0
"Glycine transporter 1","CHEMBL2337",2009,11682,"transport",62,2,0
"Glycine transporter 1","CHEMBL2337",2010,11682,"transport",91,4,0
"Glycine transporter 1","CHEMBL2337",2011,11682,"transport",5,1,0
"Glycine transporter 1","CHEMBL2337",2013,11682,"transport",27,2,0
"Glycine transporter 1","CHEMBL2337",2014,11682,"transport",58,3,0
"Glycine transporter 1","CHEMBL2337",2016,11682,"transport",2,1,0
"Glycine transporter 1","CHEMBL2337",2004,11682,"transmembrane transport",21,1,0
"Glycine transporter 1","CHEMBL2337",2006,11682,"transmembrane transport",184,8,0
"Glycine transporter 1","CHEMBL2337",2007,11682,"transmembrane transport",75,3,0
"Glycine transporter 1","CHEMBL2337",2008,11682,"transmembrane transport",73,2,0
"Glycine transporter 1","CHEMBL2337",2009,11682,"transmembrane transport",62,2,0
"Glycine transporter 1","CHEMBL2337",2010,11682,"transmembrane transport",91,4,0
"Glycine transporter 1","CHEMBL2337",2011,11682,"transmembrane transport",5,1,0
"Glycine transporter 1","CHEMBL2337",2013,11682,"transmembrane transport",27,2,0
"Glycine transporter 1","CHEMBL2337",2014,11682,"transmembrane transport",58,3,0
"Glycine transporter 1","CHEMBL2337",2016,11682,"transmembrane transport",2,1,0
"Glycine transporter 1","CHEMBL2337",2004,11682,"cell-cell signaling",21,1,0
"Glycine transporter 1","CHEMBL2337",2006,11682,"cell-cell signaling",184,8,0
"Glycine transporter 1","CHEMBL2337",2007,11682,"cell-cell signaling",75,3,0
"Glycine transporter 1","CHEMBL2337",2008,11682,"cell-cell signaling",73,2,0
"Glycine transporter 1","CHEMBL2337",2009,11682,"cell-cell signaling",62,2,0
"Glycine transporter 1","CHEMBL2337",2010,11682,"cell-cell signaling",91,4,0
"Glycine transporter 1","CHEMBL2337",2011,11682,"cell-cell signaling",5,1,0
"Glycine transporter 1","CHEMBL2337",2013,11682,"cell-cell signaling",27,2,0
"Glycine transporter 1","CHEMBL2337",2014,11682,"cell-cell signaling",58,3,0
"Glycine transporter 1","CHEMBL2337",2016,11682,"cell-cell signaling",2,1,0
"Glucose-6-phosphate translocase","CHEMBL3217398",2012,108256,"transport",7,0,0
"Glucose-6-phosphate translocase","CHEMBL3217398",2012,108256,"transmembrane transport",7,0,0
"Glucose-6-phosphate translocase","CHEMBL3217398",2012,108256,"small molecule metabolic process",7,0,0
"Glucose-6-phosphate translocase","CHEMBL3217398",2012,108256,"response to stress",7,0,0
"Glucose-6-phosphate translocase","CHEMBL3217398",2012,108256,"mitochondrion organization",7,0,0
"Glucose-6-phosphate translocase","CHEMBL3217398",2012,108256,"homeostatic process",7,0,0
"Glucose-6-phosphate translocase","CHEMBL3217398",2012,108256,"catabolic process",7,0,0
"Glucose-6-phosphate translocase","CHEMBL3217398",2012,108256,"carbohydrate metabolic process",7,0,0
"Glucose-6-phosphate translocase","CHEMBL3217398",2012,108256,"autophagy",7,0,0
"Glucose transporter","CHEMBL2535",1991,11173,"transport",8,1,0
"Glucose transporter","CHEMBL2535",2007,11173,"transport",1,1,0
"Glucose transporter","CHEMBL2535",2012,11173,"transport",2,1,0
"Glucose transporter","CHEMBL2535",2013,11173,"transport",6,1,0
"Glucose transporter","CHEMBL2535",2016,11173,"transport",52,1,0
"Glucose transporter","CHEMBL2535",1991,11173,"transmembrane transport",8,1,0
"Glucose transporter","CHEMBL2535",2007,11173,"transmembrane transport",1,1,0
"Glucose transporter","CHEMBL2535",2012,11173,"transmembrane transport",2,1,0
"Glucose transporter","CHEMBL2535",2013,11173,"transmembrane transport",6,1,0
"Glucose transporter","CHEMBL2535",2016,11173,"transmembrane transport",52,1,0
"Glucose transporter","CHEMBL2535",1991,11173,"small molecule metabolic process",8,1,0
"Glucose transporter","CHEMBL2535",2007,11173,"small molecule metabolic process",1,1,0
"Glucose transporter","CHEMBL2535",2012,11173,"small molecule metabolic process",2,1,0
"Glucose transporter","CHEMBL2535",2013,11173,"small molecule metabolic process",6,1,0
"Glucose transporter","CHEMBL2535",2016,11173,"small molecule metabolic process",52,1,0
"Glucose transporter","CHEMBL2535",1991,11173,"response to stress",8,1,0
"Glucose transporter","CHEMBL2535",2007,11173,"response to stress",1,1,0
"Glucose transporter","CHEMBL2535",2012,11173,"response to stress",2,1,0
"Glucose transporter","CHEMBL2535",2013,11173,"response to stress",6,1,0
"Glucose transporter","CHEMBL2535",2016,11173,"response to stress",52,1,0
"Glucose transporter","CHEMBL2535",1991,11173,"regulation of protein localization",8,1,0
"Glucose transporter","CHEMBL2535",2007,11173,"regulation of protein localization",1,1,0
"Glucose transporter","CHEMBL2535",2012,11173,"regulation of protein localization",2,1,0
"Glucose transporter","CHEMBL2535",2013,11173,"regulation of protein localization",6,1,0
"Glucose transporter","CHEMBL2535",2016,11173,"regulation of protein localization",52,1,0
"Glucose transporter","CHEMBL2535",1991,11173,"protein complex assembly",8,1,0
"Glucose transporter","CHEMBL2535",2007,11173,"protein complex assembly",1,1,0
"Glucose transporter","CHEMBL2535",2012,11173,"protein complex assembly",2,1,0
"Glucose transporter","CHEMBL2535",2013,11173,"protein complex assembly",6,1,0
"Glucose transporter","CHEMBL2535",2016,11173,"protein complex assembly",52,1,0
"Glucose transporter","CHEMBL2535",1991,11173,"carbohydrate metabolic process",8,1,0
"Glucose transporter","CHEMBL2535",2007,11173,"carbohydrate metabolic process",1,1,0
"Glucose transporter","CHEMBL2535",2012,11173,"carbohydrate metabolic process",2,1,0
"Glucose transporter","CHEMBL2535",2013,11173,"carbohydrate metabolic process",6,1,0
"Glucose transporter","CHEMBL2535",2016,11173,"carbohydrate metabolic process",52,1,0
"Glucose transporter","CHEMBL2535",1991,11173,"biosynthetic process",8,1,0
"Glucose transporter","CHEMBL2535",2007,11173,"biosynthetic process",1,1,0
"Glucose transporter","CHEMBL2535",2012,11173,"biosynthetic process",2,1,0
"Glucose transporter","CHEMBL2535",2013,11173,"biosynthetic process",6,1,0
"Glucose transporter","CHEMBL2535",2016,11173,"biosynthetic process",52,1,0
"GABA transporter 3","CHEMBL5208",2011,11118,"transport",1,1,0
"GABA transporter 3","CHEMBL5208",2013,11118,"transport",3,1,0
"GABA transporter 3","CHEMBL5208",2014,11118,"transport",5,1,0
"GABA transporter 3","CHEMBL5208",2011,11118,"transmembrane transport",1,1,0
"GABA transporter 3","CHEMBL5208",2013,11118,"transmembrane transport",3,1,0
"GABA transporter 3","CHEMBL5208",2014,11118,"transmembrane transport",5,1,0
"GABA transporter 3","CHEMBL5208",2011,11118,"multicellular organismal development",1,1,0
"GABA transporter 3","CHEMBL5208",2013,11118,"multicellular organismal development",3,1,0
"GABA transporter 3","CHEMBL5208",2014,11118,"multicellular organismal development",5,1,0
"GABA transporter 3","CHEMBL5208",2011,11118,"cell-cell signaling",1,1,0
"GABA transporter 3","CHEMBL5208",2013,11118,"cell-cell signaling",3,1,0
"GABA transporter 3","CHEMBL5208",2014,11118,"cell-cell signaling",5,1,0
"GABA transporter 2","CHEMBL4535",2013,100571,"transport",1,1,0
"GABA transporter 2","CHEMBL4535",2014,100571,"transport",3,1,0
"GABA transporter 2","CHEMBL4535",2013,100571,"transmembrane transport",1,1,0
"GABA transporter 2","CHEMBL4535",2014,100571,"transmembrane transport",3,1,0
"GABA transporter 2","CHEMBL4535",2013,100571,"cell-cell signaling",1,1,0
"GABA transporter 2","CHEMBL4535",2014,100571,"cell-cell signaling",3,1,0
"GABA transporter 1","CHEMBL1903",2006,113,"transport",2,1,0
"GABA transporter 1","CHEMBL1903",2011,113,"transport",45,1,0
"GABA transporter 1","CHEMBL1903",2013,113,"transport",5,3,0
"GABA transporter 1","CHEMBL1903",2014,113,"transport",1,1,0
"GABA transporter 1","CHEMBL1903",2015,113,"transport",5,1,0
"GABA transporter 1","CHEMBL1903",2006,113,"transmembrane transport",2,1,0
"GABA transporter 1","CHEMBL1903",2011,113,"transmembrane transport",45,1,0
"GABA transporter 1","CHEMBL1903",2013,113,"transmembrane transport",5,3,0
"GABA transporter 1","CHEMBL1903",2014,113,"transmembrane transport",1,1,0
"GABA transporter 1","CHEMBL1903",2015,113,"transmembrane transport",5,1,0
"GABA transporter 1","CHEMBL1903",2006,113,"response to toxic substance",2,1,0
"GABA transporter 1","CHEMBL1903",2011,113,"response to toxic substance",45,1,0
"GABA transporter 1","CHEMBL1903",2013,113,"response to toxic substance",5,3,0
"GABA transporter 1","CHEMBL1903",2014,113,"response to toxic substance",1,1,0
"GABA transporter 1","CHEMBL1903",2015,113,"response to toxic substance",5,1,0
"GABA transporter 1","CHEMBL1903",2006,113,"response to stress",2,1,0
"GABA transporter 1","CHEMBL1903",2011,113,"response to stress",45,1,0
"GABA transporter 1","CHEMBL1903",2013,113,"response to stress",5,3,0
"GABA transporter 1","CHEMBL1903",2014,113,"response to stress",1,1,0
"GABA transporter 1","CHEMBL1903",2015,113,"response to stress",5,1,0
"GABA transporter 1","CHEMBL1903",2006,113,"protein complex assembly",2,1,0
"GABA transporter 1","CHEMBL1903",2011,113,"protein complex assembly",45,1,0
"GABA transporter 1","CHEMBL1903",2013,113,"protein complex assembly",5,3,0
"GABA transporter 1","CHEMBL1903",2014,113,"protein complex assembly",1,1,0
"GABA transporter 1","CHEMBL1903",2015,113,"protein complex assembly",5,1,0
"GABA transporter 1","CHEMBL1903",2006,113,"neurological system process",2,1,0
"GABA transporter 1","CHEMBL1903",2011,113,"neurological system process",45,1,0
"GABA transporter 1","CHEMBL1903",2013,113,"neurological system process",5,3,0
"GABA transporter 1","CHEMBL1903",2014,113,"neurological system process",1,1,0
"GABA transporter 1","CHEMBL1903",2015,113,"neurological system process",5,1,0
"GABA transporter 1","CHEMBL1903",2006,113,"mitochondrion organization",2,1,0
"GABA transporter 1","CHEMBL1903",2011,113,"mitochondrion organization",45,1,0
"GABA transporter 1","CHEMBL1903",2013,113,"mitochondrion organization",5,3,0
"GABA transporter 1","CHEMBL1903",2014,113,"mitochondrion organization",1,1,0
"GABA transporter 1","CHEMBL1903",2015,113,"mitochondrion organization",5,1,0
"GABA transporter 1","CHEMBL1903",2006,113,"cell-cell signaling",2,1,0
"GABA transporter 1","CHEMBL1903",2011,113,"cell-cell signaling",45,1,0
"GABA transporter 1","CHEMBL1903",2013,113,"cell-cell signaling",5,3,0
"GABA transporter 1","CHEMBL1903",2014,113,"cell-cell signaling",1,1,0
"GABA transporter 1","CHEMBL1903",2015,113,"cell-cell signaling",5,1,0
"GABA transporter 1","CHEMBL1903",2006,113,"catabolic process",2,1,0
"GABA transporter 1","CHEMBL1903",2011,113,"catabolic process",45,1,0
"GABA transporter 1","CHEMBL1903",2013,113,"catabolic process",5,3,0
"GABA transporter 1","CHEMBL1903",2014,113,"catabolic process",1,1,0
"GABA transporter 1","CHEMBL1903",2015,113,"catabolic process",5,1,0
"GABA transporter 1","CHEMBL1903",2006,113,"autophagy",2,1,0
"GABA transporter 1","CHEMBL1903",2011,113,"autophagy",45,1,0
"GABA transporter 1","CHEMBL1903",2013,113,"autophagy",5,3,0
"GABA transporter 1","CHEMBL1903",2014,113,"autophagy",1,1,0
"GABA transporter 1","CHEMBL1903",2015,113,"autophagy",5,1,0
"Folate transporter 1","CHEMBL4833",2004,10123,"transport",3,1,0
"Folate transporter 1","CHEMBL4833",2014,10123,"transport",4,1,0
"Folate transporter 1","CHEMBL4833",2015,10123,"transport",9,2,0
"Folate transporter 1","CHEMBL4833",2004,10123,"transmembrane transport",3,1,0
"Folate transporter 1","CHEMBL4833",2014,10123,"transmembrane transport",4,1,0
"Folate transporter 1","CHEMBL4833",2015,10123,"transmembrane transport",9,2,0
"Folate transporter 1","CHEMBL4833",2004,10123,"female pregnancy",3,1,0
"Folate transporter 1","CHEMBL4833",2014,10123,"female pregnancy",4,1,0
"Folate transporter 1","CHEMBL4833",2015,10123,"female pregnancy",9,2,0
"Folate transporter 1","CHEMBL4833",2004,10123,"cofactor metabolic process",3,1,0
"Folate transporter 1","CHEMBL4833",2014,10123,"cofactor metabolic process",4,1,0
"Folate transporter 1","CHEMBL4833",2015,10123,"cofactor metabolic process",9,2,0
"Folate transporter 1","CHEMBL4833",2004,10123,"cellular nitrogen compound metabolic process",3,1,0
"Folate transporter 1","CHEMBL4833",2014,10123,"cellular nitrogen compound metabolic process",4,1,0
"Folate transporter 1","CHEMBL4833",2015,10123,"cellular nitrogen compound metabolic process",9,2,0
"Folate transporter 1","CHEMBL4833",2004,10123,"cellular amino acid metabolic process",3,1,0
"Folate transporter 1","CHEMBL4833",2014,10123,"cellular amino acid metabolic process",4,1,0
"Folate transporter 1","CHEMBL4833",2015,10123,"cellular amino acid metabolic process",9,2,0
"Fatty acid transport protein 4","CHEMBL4327",2006,100785,"transport",32,1,0
"Fatty acid transport protein 4","CHEMBL4327",2006,100785,"small molecule metabolic process",32,1,0
"Fatty acid transport protein 4","CHEMBL4327",2006,100785,"multicellular organismal development",32,1,0
"Fatty acid transport protein 4","CHEMBL4327",2006,100785,"metabolic process",32,1,0
"Fatty acid transport protein 4","CHEMBL4327",2006,100785,"lipid metabolic process",32,1,0
"Fatty acid transport protein 4","CHEMBL4327",2006,100785,"catabolic process",32,1,0
"Fatty acid transport protein 2","CHEMBL4326",2016,100784,"transport",2,1,0
"Fatty acid transport protein 2","CHEMBL4326",2016,100784,"small molecule metabolic process",2,1,0
"Fatty acid transport protein 2","CHEMBL4326",2016,100784,"metabolic process",2,1,0
"Fatty acid transport protein 2","CHEMBL4326",2016,100784,"lipid metabolic process",2,1,0
"Fatty acid transport protein 2","CHEMBL4326",2016,100784,"catabolic process",2,1,0
"Fatty acid transport protein 2","CHEMBL4326",2016,100784,"biosynthetic process",2,1,0
"Excitatory amino acid transporter 3","CHEMBL2721",2005,11538,"transport",35,2,0
"Excitatory amino acid transporter 3","CHEMBL2721",2006,11538,"transport",4,2,0
"Excitatory amino acid transporter 3","CHEMBL2721",2008,11538,"transport",12,2,0
"Excitatory amino acid transporter 3","CHEMBL2721",2009,11538,"transport",1,1,0
"Excitatory amino acid transporter 3","CHEMBL2721",2010,11538,"transport",3,1,0
"Excitatory amino acid transporter 3","CHEMBL2721",2013,11538,"transport",1,1,0
"Excitatory amino acid transporter 3","CHEMBL2721",2005,11538,"transmembrane transport",35,2,0
"Excitatory amino acid transporter 3","CHEMBL2721",2006,11538,"transmembrane transport",4,2,0
"Excitatory amino acid transporter 3","CHEMBL2721",2008,11538,"transmembrane transport",12,2,0
"Excitatory amino acid transporter 3","CHEMBL2721",2009,11538,"transmembrane transport",1,1,0
"Excitatory amino acid transporter 3","CHEMBL2721",2010,11538,"transmembrane transport",3,1,0
"Excitatory amino acid transporter 3","CHEMBL2721",2013,11538,"transmembrane transport",1,1,0
"Excitatory amino acid transporter 3","CHEMBL2721",2005,11538,"protein complex assembly",35,2,0
"Excitatory amino acid transporter 3","CHEMBL2721",2006,11538,"protein complex assembly",4,2,0
"Excitatory amino acid transporter 3","CHEMBL2721",2008,11538,"protein complex assembly",12,2,0
"Excitatory amino acid transporter 3","CHEMBL2721",2009,11538,"protein complex assembly",1,1,0
"Excitatory amino acid transporter 3","CHEMBL2721",2010,11538,"protein complex assembly",3,1,0
"Excitatory amino acid transporter 3","CHEMBL2721",2013,11538,"protein complex assembly",1,1,0
"Excitatory amino acid transporter 3","CHEMBL2721",2005,11538,"cell-cell signaling",35,2,0
"Excitatory amino acid transporter 3","CHEMBL2721",2006,11538,"cell-cell signaling",4,2,0
"Excitatory amino acid transporter 3","CHEMBL2721",2008,11538,"cell-cell signaling",12,2,0
"Excitatory amino acid transporter 3","CHEMBL2721",2009,11538,"cell-cell signaling",1,1,0
"Excitatory amino acid transporter 3","CHEMBL2721",2010,11538,"cell-cell signaling",3,1,0
"Excitatory amino acid transporter 3","CHEMBL2721",2013,11538,"cell-cell signaling",1,1,0
"Excitatory amino acid transporter 2","CHEMBL4973",2005,12640,"transport",36,2,0
"Excitatory amino acid transporter 2","CHEMBL4973",2006,12640,"transport",3,2,0
"Excitatory amino acid transporter 2","CHEMBL4973",2008,12640,"transport",4,1,0
"Excitatory amino acid transporter 2","CHEMBL4973",2010,12640,"transport",9,1,0
"Excitatory amino acid transporter 2","CHEMBL4973",2013,12640,"transport",1,1,0
"Excitatory amino acid transporter 2","CHEMBL4973",2005,12640,"transmembrane transport",36,2,0
"Excitatory amino acid transporter 2","CHEMBL4973",2006,12640,"transmembrane transport",3,2,0
"Excitatory amino acid transporter 2","CHEMBL4973",2008,12640,"transmembrane transport",4,1,0
"Excitatory amino acid transporter 2","CHEMBL4973",2010,12640,"transmembrane transport",9,1,0
"Excitatory amino acid transporter 2","CHEMBL4973",2013,12640,"transmembrane transport",1,1,0
"Excitatory amino acid transporter 2","CHEMBL4973",2005,12640,"response to stress",36,2,0
"Excitatory amino acid transporter 2","CHEMBL4973",2006,12640,"response to stress",3,2,0
"Excitatory amino acid transporter 2","CHEMBL4973",2008,12640,"response to stress",4,1,0
"Excitatory amino acid transporter 2","CHEMBL4973",2010,12640,"response to stress",9,1,0
"Excitatory amino acid transporter 2","CHEMBL4973",2013,12640,"response to stress",1,1,0
"Excitatory amino acid transporter 2","CHEMBL4973",2005,12640,"multicellular organismal development",36,2,0
"Excitatory amino acid transporter 2","CHEMBL4973",2006,12640,"multicellular organismal development",3,2,0
"Excitatory amino acid transporter 2","CHEMBL4973",2008,12640,"multicellular organismal development",4,1,0
"Excitatory amino acid transporter 2","CHEMBL4973",2010,12640,"multicellular organismal development",9,1,0
"Excitatory amino acid transporter 2","CHEMBL4973",2013,12640,"multicellular organismal development",1,1,0
"Excitatory amino acid transporter 2","CHEMBL4973",2005,12640,"growth",36,2,0
"Excitatory amino acid transporter 2","CHEMBL4973",2006,12640,"growth",3,2,0
"Excitatory amino acid transporter 2","CHEMBL4973",2008,12640,"growth",4,1,0
"Excitatory amino acid transporter 2","CHEMBL4973",2010,12640,"growth",9,1,0
"Excitatory amino acid transporter 2","CHEMBL4973",2013,12640,"growth",1,1,0
"Excitatory amino acid transporter 2","CHEMBL4973",2005,12640,"cell-cell signaling",36,2,0
"Excitatory amino acid transporter 2","CHEMBL4973",2006,12640,"cell-cell signaling",3,2,0
"Excitatory amino acid transporter 2","CHEMBL4973",2008,12640,"cell-cell signaling",4,1,0
"Excitatory amino acid transporter 2","CHEMBL4973",2010,12640,"cell-cell signaling",9,1,0
"Excitatory amino acid transporter 2","CHEMBL4973",2013,12640,"cell-cell signaling",1,1,0
"Excitatory amino acid transporter 2","CHEMBL4973",2005,12640,"aging",36,2,0
"Excitatory amino acid transporter 2","CHEMBL4973",2006,12640,"aging",3,2,0
"Excitatory amino acid transporter 2","CHEMBL4973",2008,12640,"aging",4,1,0
"Excitatory amino acid transporter 2","CHEMBL4973",2010,12640,"aging",9,1,0
"Excitatory amino acid transporter 2","CHEMBL4973",2013,12640,"aging",1,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2005,11560,"transport",34,2,0
"Excitatory amino acid transporter 1","CHEMBL3085",2008,11560,"transport",2,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2009,11560,"transport",23,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2010,11560,"transport",7,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2012,11560,"transport",10,2,0
"Excitatory amino acid transporter 1","CHEMBL3085",2013,11560,"transport",1,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2005,11560,"transmembrane transport",34,2,0
"Excitatory amino acid transporter 1","CHEMBL3085",2008,11560,"transmembrane transport",2,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2009,11560,"transmembrane transport",23,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2010,11560,"transmembrane transport",7,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2012,11560,"transmembrane transport",10,2,0
"Excitatory amino acid transporter 1","CHEMBL3085",2013,11560,"transmembrane transport",1,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2005,11560,"response to stress",34,2,0
"Excitatory amino acid transporter 1","CHEMBL3085",2008,11560,"response to stress",2,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2009,11560,"response to stress",23,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2010,11560,"response to stress",7,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2012,11560,"response to stress",10,2,0
"Excitatory amino acid transporter 1","CHEMBL3085",2013,11560,"response to stress",1,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2005,11560,"response to antibiotic",34,2,0
"Excitatory amino acid transporter 1","CHEMBL3085",2008,11560,"response to antibiotic",2,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2009,11560,"response to antibiotic",23,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2010,11560,"response to antibiotic",7,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2012,11560,"response to antibiotic",10,2,0
"Excitatory amino acid transporter 1","CHEMBL3085",2013,11560,"response to antibiotic",1,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2005,11560,"neurological system process",34,2,0
"Excitatory amino acid transporter 1","CHEMBL3085",2008,11560,"neurological system process",2,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2009,11560,"neurological system process",23,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2010,11560,"neurological system process",7,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2012,11560,"neurological system process",10,2,0
"Excitatory amino acid transporter 1","CHEMBL3085",2013,11560,"neurological system process",1,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2005,11560,"multicellular organismal development",34,2,0
"Excitatory amino acid transporter 1","CHEMBL3085",2008,11560,"multicellular organismal development",2,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2009,11560,"multicellular organismal development",23,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2010,11560,"multicellular organismal development",7,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2012,11560,"multicellular organismal development",10,2,0
"Excitatory amino acid transporter 1","CHEMBL3085",2013,11560,"multicellular organismal development",1,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2005,11560,"mitochondrion organization",34,2,0
"Excitatory amino acid transporter 1","CHEMBL3085",2008,11560,"mitochondrion organization",2,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2009,11560,"mitochondrion organization",23,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2010,11560,"mitochondrion organization",7,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2012,11560,"mitochondrion organization",10,2,0
"Excitatory amino acid transporter 1","CHEMBL3085",2013,11560,"mitochondrion organization",1,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2005,11560,"generation of precursor metabolites and energy",34,2,0
"Excitatory amino acid transporter 1","CHEMBL3085",2008,11560,"generation of precursor metabolites and energy",2,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2009,11560,"generation of precursor metabolites and energy",23,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2010,11560,"generation of precursor metabolites and energy",7,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2012,11560,"generation of precursor metabolites and energy",10,2,0
"Excitatory amino acid transporter 1","CHEMBL3085",2013,11560,"generation of precursor metabolites and energy",1,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2005,11560,"cellular amino acid metabolic process",34,2,0
"Excitatory amino acid transporter 1","CHEMBL3085",2008,11560,"cellular amino acid metabolic process",2,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2009,11560,"cellular amino acid metabolic process",23,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2010,11560,"cellular amino acid metabolic process",7,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2012,11560,"cellular amino acid metabolic process",10,2,0
"Excitatory amino acid transporter 1","CHEMBL3085",2013,11560,"cellular amino acid metabolic process",1,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2005,11560,"cell-cell signaling",34,2,0
"Excitatory amino acid transporter 1","CHEMBL3085",2008,11560,"cell-cell signaling",2,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2009,11560,"cell-cell signaling",23,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2010,11560,"cell-cell signaling",7,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2012,11560,"cell-cell signaling",10,2,0
"Excitatory amino acid transporter 1","CHEMBL3085",2013,11560,"cell-cell signaling",1,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2005,11560,"cell morphogenesis",34,2,0
"Excitatory amino acid transporter 1","CHEMBL3085",2008,11560,"cell morphogenesis",2,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2009,11560,"cell morphogenesis",23,1,0
"Excitatory amino acid transporter 1","CHEMBL3085",2010,11560,"cell morphogenesis",7,1,0
